"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"11","2022","CD","CD-Reissue","2","13","Rok Da House","The Beatmasters","22853693"
"11","2022","CD","CD-Reissue","2","14","I'm Tired Of Getting Pushed Around","2 Men A Drum Machine And A Trumpet","22853693"
"11","2022","CD","CD-Reissue","2","15","Rise To The Occasion (Hip Hop Version)","Climie Fisher","22853693"
"11","1988","VHS","VHS-Original","1","0","Stutter Rap (No Sleep Til Bedtime)","Morris Minor And The Majors","11129594"
"11","1988","VHS","VHS-Original","1","0","The Jack That House Built","Jack 'N' Chill","11129594"
"11","1988","VHS","VHS-Original","1","0","Rise To The Occasion","Climie Fisher","11129594"
"11","1988","VHS","VHS-Original","1","0","Valentine","T'Pau","11129594"
"11","1988","VHS","VHS-Original","1","0","Turn Back The Clock","Johnny Hates Jazz","11129594"
"11","1988","VHS","VHS-Original","1","0","Give Me All Your Love","Whitesnake","11129594"
"11","1988","VHS","VHS-Original","1","0","Tower Of Strength","The Mission","11129594"
"11","1988","VHS","VHS-Original","1","0","Angel Eyes (Home & Away)","Wet Wet Wet","11129594"
"11","1988","VHS","VHS-Original","1","0","Candle In The Wind","Elton John","11129594"
"11","1988","VHS","VHS-Original","1","0","Suedehead","Morrissey","11129594"
"11","1988","VHS","VHS-Original","1","0","Say It  Again","Jermaine Stewart","11129594"
"11","1988","VHS","VHS-Original","1","0","Heaven Is A Place On Earth","Belinda Carlisle","11129594"
"11","1988","VHS","VHS-Original","1","0","Always On My Mind","Pet Shop Boys","11129594"
"11","1988","VHS","VHS-Original","1","0","Come Into My Life","Joyce Sims","11129594"
"11","1988","Vinyl","Vinyl-Original","A","1","Always On My Mind","Pet Shop Boys","729944"
"11","1988","Vinyl","Vinyl-Original","A","1","Always On My Mind","Pet Shop Boys","10488864"
"11","1988","Vinyl","Vinyl-Original","A","1","Always On My Mind","Pet Shop Boys","14115175"
"11","1988","Vinyl","Vinyl-Original","A","2","Heaven Is A Place On Earth","Belinda Carlisle","729944"
"11","1988","Vinyl","Vinyl-Original","A","2","Heaven Is A Place On Earth","Belinda Carlisle","14115175"
"11","1988","Vinyl","Vinyl-Original","A","2","Heaven Is A Place On Earth","Belinda Carlisle","10488864"
"11","1988","Vinyl","Vinyl-Original","A","3","Get Outta My Dreams, Get Into My Car","Billy Ocean","14115175"
"11","1988","Vinyl","Vinyl-Original","A","3","Get Outta My Dreams, Get Into My Car","Billy Ocean","729944"
"11","1988","Vinyl","Vinyl-Original","A","3","Get Outta My Dreams, Get Into My Car","Billy Ocean","10488864"
"11","1988","Vinyl","Vinyl-Original","A","4","Say It Again","Jermaine Stewart","14115175"
"11","1988","Vinyl","Vinyl-Original","A","4","Say It Again","Jermaine Stewart","729944"
"11","1988","Vinyl","Vinyl-Original","A","4","Say It Again","Jermaine Stewart","10488864"
"11","1988","Vinyl","Vinyl-Original","A","5","Gimme Hope Jo'Anna","Eddy Grant","10488864"
"11","1988","Vinyl","Vinyl-Original","A","5","Gimme Hope Jo'Anna","Eddy Grant","14115175"
"11","1988","Vinyl","Vinyl-Original","A","5","Gimme Hope Jo'Anna","Eddy Grant","729944"
"11","1988","Vinyl","Vinyl-Original","A","6","C'Mon Everybody","Eddie Cochran","10488864"
"11","1988","Vinyl","Vinyl-Original","A","6","C'Mon Everybody","Eddie Cochran","14115175"
"11","1988","Vinyl","Vinyl-Original","A","6","C'Mon Everybody","Eddie Cochran","729944"
"11","1988","Vinyl","Vinyl-Original","A","7","Suedehead","Morrissey","14115175"
"11","1988","Vinyl","Vinyl-Original","A","7","Suedehead","Morrissey","10488864"
"11","1988","Vinyl","Vinyl-Original","A","7","Suedehead","Morrissey","729944"
"11","1988","Vinyl","Vinyl-Original","A","8","Candle In The Wind (Live)","Elton John","14115175"
"11","1988","Vinyl","Vinyl-Original","A","8","Candle In The Wind (Live)","Elton John","10488864"
"11","1988","Vinyl","Vinyl-Original","A","8","Candle In The Wind (Live)","Elton John","729944"
"11","1988","Vinyl","Vinyl-Original","B","1","Angel Eyes (Home & Away)","Wet Wet Wet","10488864"
"11","1988","Vinyl","Vinyl-Original","B","1","Angel Eyes (Home And Away)","Wet Wet Wet","729944"
"11","1988","Vinyl","Vinyl-Original","B","1","Angel Eyes (Home & Away)","Wet Wet Wet","14115175"
"11","1988","Vinyl","Vinyl-Original","B","2","Turn Back The Clock","Johnny Hates Jazz","729944"
"11","1988","Vinyl","Vinyl-Original","B","2","Turn Back The Clock","Johnny Hates Jazz","14115175"
"11","1988","Vinyl","Vinyl-Original","B","2","Turn Back The Clock","Johnny Hates Jazz","10488864"
"11","1988","Vinyl","Vinyl-Original","B","3","Valentine","T'Pau","10488864"
"11","1988","Vinyl","Vinyl-Original","B","3","Valentine","T'Pau","729944"
"11","1988","Vinyl","Vinyl-Original","B","3","Valentine","T'Pau","14115175"
"11","1988","Vinyl","Vinyl-Original","B","4","Hot In The City","Billy Idol","729944"
"11","1988","Vinyl","Vinyl-Original","B","4","Hot In The City","Billy Idol","10488864"
"11","1988","Vinyl","Vinyl-Original","B","4","Hot In The City","Billy Idol","14115175"
"11","1988","Vinyl","Vinyl-Original","B","5","Mandinka","Sinéad O'Connor","14115175"
"11","1988","Vinyl","Vinyl-Original","B","5","Mandinka","Sinéad O'Connor","729944"
"11","1988","Vinyl","Vinyl-Original","B","5","Mandinka","Sinéad O'Connor","10488864"
"11","1988","Vinyl","Vinyl-Original","B","6","Tower Of Strength","The Mission","14115175"
"11","1988","Vinyl","Vinyl-Original","B","6","Tower Of Strength","The Mission","10488864"
"11","1988","Vinyl","Vinyl-Original","B","6","Tower Of Strength","The Mission","729944"
"11","1988","Vinyl","Vinyl-Original","B","7","Give Me All Your Love","Whitesnake","729944"
"11","1988","Vinyl","Vinyl-Original","B","7","Give Me All Your Love","Whitesnake","14115175"
"11","1988","Vinyl","Vinyl-Original","B","7","Give Me All Your Love","Whitesnake","10488864"
"11","1988","Vinyl","Vinyl-Original","C","1","I Should Be So Lucky","Kylie Minogue","14115175"
"11","1988","Vinyl","Vinyl-Original","C","1","I Should Be So Lucky","Kylie Minogue","729944"
"11","1988","Vinyl","Vinyl-Original","C","1","I Should Be So Lucky","Kylie Minogue","10488864"
"11","1988","Vinyl","Vinyl-Original","C","2","That's The Way It Is","Mel & Kim","729944"
"11","1988","Vinyl","Vinyl-Original","C","2","That's The Way It Is","Mel & Kim","14115175"
"11","1988","Vinyl","Vinyl-Original","C","2","That's The Way It Is","Mel & Kim","10488864"
"11","1988","Vinyl","Vinyl-Original","C","3","Come Into My Life (Radio)","Joyce Sims","14115175"
"11","1988","Vinyl","Vinyl-Original","C","3","Come Into My Life","Joyce Sims","10488864"
"11","1988","Vinyl","Vinyl-Original","C","3","Come Into My Life (Radio)","Joyce Sims","729944"
"11","1988","Vinyl","Vinyl-Original","C","4","Who Found Who","John ""Jellybean"" Benitez","10488864"
"11","1988","Vinyl","Vinyl-Original","C","4","Who Found Who","John ""Jellybean"" Benitez","729944"
"11","1988","Vinyl","Vinyl-Original","C","4","Who Found Who","John ""Jellybean"" Benitez","14115175"
"11","1988","Vinyl","Vinyl-Original","C","5","I Can't Help It","Bananarama","10488864"
"11","1988","Vinyl","Vinyl-Original","C","5","I Can't Help It","Bananarama","729944"
"11","1988","Vinyl","Vinyl-Original","C","5","I Can't Help It","Bananarama","14115175"
"11","1988","Vinyl","Vinyl-Original","C","6","Oh L'Amour","Dollar","729944"
"11","1988","Vinyl","Vinyl-Original","C","6","Oh L'Amour","Dollar","10488864"
"11","1988","Vinyl","Vinyl-Original","C","6","Oh L'Amour","Dollar","14115175"
"11","1988","Vinyl","Vinyl-Original","C","7","Joe Le Taxi","Vanessa Paradis","14115175"
"11","1988","Vinyl","Vinyl-Original","C","7","Joe Le Taxi","Vanessa Paradis","10488864"
"11","1988","Vinyl","Vinyl-Original","C","7","Joe Le Taxi","Vanessa Paradis","729944"
"11","1988","Vinyl","Vinyl-Original","C","8","Stutter Rap (No Sleep Til Bedtime","Morris Minor And The Majors","14115175"
"11","1988","Vinyl","Vinyl-Original","C","8","Stutter Rap (No Sleep Til Bedtime)","Morris Minor And The Majors","10488864"
"11","1988","Vinyl","Vinyl-Original","C","8","Stutter Rap (No Sleep Til Bedtime","Morris Minor And The Majors","729944"
"11","1988","Vinyl","Vinyl-Original","D","1","Beat Dis","Bomb The Bass","10488864"
"11","1988","Vinyl","Vinyl-Original","D","1","Beat Dis","Bomb The Bass","14115175"
"11","1988","Vinyl","Vinyl-Original","D","1","Beat Dis","Bomb The Bass","729944"
"11","1988","Vinyl","Vinyl-Original","D","2","Doctorin' The House","Coldcut","14115175"
"11","1988","Vinyl","Vinyl-Original","D","2","Doctorin' The House","Coldcut","729944"
"11","1988","Vinyl","Vinyl-Original","D","2","Doctorin' The House","Coldcut","10488864"
"11","1988","Vinyl","Vinyl-Original","D","3","House Arrest","Krush","729944"
"11","1988","Vinyl","Vinyl-Original","D","3","House Arrest","Krush","14115175"
"11","1988","Vinyl","Vinyl-Original","D","3","House Arrest","Krush","10488864"
"11","1988","Vinyl","Vinyl-Original","D","4","The Jack That House Built","Jack 'N' Chill","10488864"
"11","1988","Vinyl","Vinyl-Original","D","4","The Jack That House Built","Jack 'N' Chill","14115175"
"11","1988","Vinyl","Vinyl-Original","D","4","The Jack That House Built","Jack 'N' Chill","729944"
"11","1988","Vinyl","Vinyl-Original","D","5","Rok Da House","The Beatmasters","729944"
"11","1988","Vinyl","Vinyl-Original","D","5","Rok Da House","The Beatmasters","14115175"
"11","1988","Vinyl","Vinyl-Original","D","5","Rok Da House","The Beatmasters","10488864"
"11","1988","Vinyl","Vinyl-Original","D","6","I'm Tired Of Getting Pushed Around","2 Men A Drum Machine And A Trumpet","729944"
"11","1988","Vinyl","Vinyl-Original","D","6","I'm Tired Of Getting Pushed Around","2 Men A Drum Machine And A Trumpet","10488864"
"11","1988","Vinyl","Vinyl-Original","D","6","I'm Tired Of Getting Pushed Around","2 Men A Drum Machine And A Trumpet","14115175"
"11","1988","Vinyl","Vinyl-Original","D","7","Rise To The Occasion","Climie Fisher","10488864"
"11","1988","Vinyl","Vinyl-Original","D","7","Rise To The Occasion","Climie Fisher","14115175"
"11","1988","Vinyl","Vinyl-Original","D","7","Rise To The Occasion","Climie Fisher","729944"
"12","1988","Cassette","Cassette-Original","A","1","With A Little Help From My Friends","Wet Wet Wet","19987642"
"12","1988","Cassette","Cassette-Original","A","1","With A Little Help From My Friends","Wet Wet Wet","18765760"
"12","1988","Cassette","Cassette-Original","A","1","With A Little Help From My Friends","Wet Wet Wet","3526087"
"12","1988","Cassette","Cassette-Original","A","1","With A Little Help From My Friends","Wet Wet Wet","15665805"
"12","1988","Cassette","Cassette-Original","A","1","With A Little Help From My Friends","Wet Wet Wet","23220302"
"12","1988","Cassette","Cassette-Original","A","2","Circle In The Sand","Belinda Carlisle","15665805"
"12","1988","Cassette","Cassette-Original","A","2","Circle In The Sand","Belinda Carlisle","3526087"
"12","1988","Cassette","Cassette-Original","A","2","Circle In The Sand","Belinda Carlisle","19987642"
"12","1988","Cassette","Cassette-Original","A","2","Circle In The Sand","Belinda Carlisle","18765760"
"12","1988","Cassette","Cassette-Original","A","2","Circle In The Sand","Belinda Carlisle","23220302"
"12","1988","Cassette","Cassette-Original","A","3","Wild World","Maxi Priest","3526087"
"12","1988","Cassette","Cassette-Original","A","3","Wild World","Maxi Priest","18765760"
"12","1988","Cassette","Cassette-Original","A","3","Wild World","Maxi Priest","23220302"
"12","1988","Cassette","Cassette-Original","A","3","Wild World","Maxi Priest","15665805"
"12","1988","Cassette","Cassette-Original","A","3","Wild World","Maxi Priest","19987642"
"12","1988","Cassette","Cassette-Original","A","4","Give A Little Love","Aswad","3526087"
"12","1988","Cassette","Cassette-Original","A","4","Give A Little Love","Aswad","23220302"
"12","1988","Cassette","Cassette-Original","A","4","Give A Little Love","Aswad","19987642"
"12","1988","Cassette","Cassette-Original","A","4","Give A Little Love","Aswad","15665805"
"12","1988","Cassette","Cassette-Original","A","4","Give A Little Love","Aswad","18765760"
"12","1988","Cassette","Cassette-Original","A","5","Love Changes (Everything)","Climie Fisher","15665805"
"12","1988","Cassette","Cassette-Original","A","5","Love Changes (Everything)","Climie Fisher","19987642"
"12","1988","Cassette","Cassette-Original","A","5","Love Changes (Everything)","Climie Fisher","3526087"
"12","1988","Cassette","Cassette-Original","A","5","Love Changes (Everything)","Climie Fisher","18765760"
"12","1988","Cassette","Cassette-Original","A","5","Love Changes (Everything)","Climie Fisher","23220302"
"12","1988","Cassette","Cassette-Original","A","6","I Don't Wanna Go On With You Like That","Elton John","15665805"
"12","1988","Cassette","Cassette-Original","A","6","I Don't Wanna Go On With You Like That","Elton John","19987642"
"12","1988","Cassette","Cassette-Original","A","6","I Don't Wanna Go On With You Like That","Elton John","23220302"
"12","1988","Cassette","Cassette-Original","A","6","I Don't Wanna Go On With You Like That","Elton John","3526087"
"12","1988","Cassette","Cassette-Original","A","6","I Don't Wanna Go On With You Like That","Elton John","18765760"
"12","1988","Cassette","Cassette-Original","A","7","Oh Patti (Don't Feel Sorry For Loverboy)","Scritti Politti","3526087"
"12","1988","Cassette","Cassette-Original","A","7","Oh Patti (Don't Feel Sorry For Loverboy)","Scritti Politti","19987642"
"12","1988","Cassette","Cassette-Original","A","7","Oh Patti (Don't Feel Sorry For Loverboy)","Scritti Politti","15665805"
"12","1988","Cassette","Cassette-Original","A","7","Oh Patti (Don't Feel Sorry For Loverboy)","Scritti Politti","23220302"
"12","1988","Cassette","Cassette-Original","A","7","Oh Patti (Don't Feel Sorry For Loverboy)","Scritti Politti","18765760"
"12","1988","Cassette","Cassette-Original","A","8","In The Air Tonight ('88 Remix)","Phil Collins","19987642"
"12","1988","Cassette","Cassette-Original","A","8","In The Air Tonight ('88 Remix)","Phil Collins","23220302"
"12","1988","Cassette","Cassette-Original","A","8","In The Air Tonight ('88 Remix)","Phil Collins","15665805"
"12","1988","Cassette","Cassette-Original","A","8","In The Air Tonight ('88 Remix)","Phil Collins","18765760"
"12","1988","Cassette","Cassette-Original","A","8","In The Air Tonight ('88 Remix)","Phil Collins","3526087"
"12","1988","Cassette","Cassette-Original","B","1","Don't Go","Hothouse Flowers","23220302"
"12","1988","Cassette","Cassette-Original","B","1","Don't Go","Hothouse Flowers","19987642"
"12","1988","Cassette","Cassette-Original","B","1","Don't Go","Hothouse Flowers","18765760"
"12","1988","Cassette","Cassette-Original","B","1","Don't Go","Hothouse Flowers","3526087"
"12","1988","Cassette","Cassette-Original","B","1","Don't Go","Hothouse Flowers","15665805"
"12","1988","Cassette","Cassette-Original","B","2","Everyday Is Like Sunday","Morrissey","15665805"
"12","1988","Cassette","Cassette-Original","B","2","Everyday Is Like Sunday","Morrissey","19987642"
"12","1988","Cassette","Cassette-Original","B","2","Everyday Is Like Sunday","Morrissey","18765760"
"12","1988","Cassette","Cassette-Original","B","2","Everyday Is Like Sunday","Morrissey","23220302"
"12","1988","Cassette","Cassette-Original","B","2","Everyday Is Like Sunday","Morrissey","3526087"
"12","1988","Cassette","Cassette-Original","B","3","Mary's Prayer","Danny Wilson (2)","3526087"
"12","1988","Cassette","Cassette-Original","B","3","Mary's Prayer","Danny Wilson (2)","18765760"
"12","1988","Cassette","Cassette-Original","B","3","Mary's Prayer","Danny Wilson (2)","15665805"
"12","1988","Cassette","Cassette-Original","B","3","Mary's Prayer","Danny Wilson (2)","23220302"
"12","1988","Cassette","Cassette-Original","B","3","Mary's Prayer","Danny Wilson (2)","19987642"
"12","1988","Cassette","Cassette-Original","B","4","Heart Of Gold","Johnny Hates Jazz","18765760"
"12","1988","Cassette","Cassette-Original","B","4","Heart Of Gold","Johnny Hates Jazz","3526087"
"12","1988","Cassette","Cassette-Original","B","4","Heart Of Gold","Johnny Hates Jazz","19987642"
"12","1988","Cassette","Cassette-Original","B","4","Heart Of Gold","Johnny Hates Jazz","23220302"
"12","1988","Cassette","Cassette-Original","B","4","Heart Of Gold","Johnny Hates Jazz","15665805"
"12","1988","Cassette","Cassette-Original","B","5","Don't Call Me Baby","Voice Of The Beehive","3526087"
"12","1988","Cassette","Cassette-Original","B","5","Don't Call Me Baby","Voice Of The Beehive","19987642"
"12","1988","Cassette","Cassette-Original","B","5","Don't Call Me Baby","Voice Of The Beehive","23220302"
"12","1988","Cassette","Cassette-Original","B","5","Don't Call Me Baby","Voice Of The Beehive","18765760"
"12","1988","Cassette","Cassette-Original","B","5","Don't Call Me Baby","Voice Of The Beehive","15665805"
"12","1988","Cassette","Cassette-Original","B","6","Can I Play With Madness","Iron Maiden","18765760"
"12","1988","Cassette","Cassette-Original","B","6","Can I Play With Madness","Iron Maiden","3526087"
