"Issue","Year","Format","Version","Disc","TrackNumber","Title","Artist","DiscogsReleaseID"
"5","1985","Vinyl","Vinyl-Original","D","5","The Shadow Of Love","The Damned","26538506"
"5","1985","Vinyl","Vinyl-Original","D","5","The Shadow Of Love","The Damned","807331"
"5","1985","Vinyl","Vinyl-Original","D","6","Life In One Day","Howard Jones","33941367"
"5","1985","Vinyl","Vinyl-Original","D","6","Life In One Day","Howard Jones","26538506"
"5","1985","Vinyl","Vinyl-Original","D","6","Life In One Day","Howard Jones","807331"
"5","1985","Vinyl","Vinyl-Original","D","7","Love Don't Live Here Anymore","Jimmy Nail","26538506"
"5","1985","Vinyl","Vinyl-Original","D","7","Love Don't Live Here Anymore","Jimmy Nail","807331"
"5","1985","Vinyl","Vinyl-Original","D","7","Love Don't Live Here Anymore","Jimmy Nail","33941367"
"6","1985","Cassette","Cassette-Original","A","1","One Vision","Queen","12856957"
"6","1985","Cassette","Cassette-Original","A","1","One Vision","Queen","1137066"
"6","1985","Cassette","Cassette-Original","A","2","When A Heart Beats","Nik Kershaw","12856957"
"6","1985","Cassette","Cassette-Original","A","2","When A Heart Beats","Nik Kershaw","1137066"
"6","1985","Cassette","Cassette-Original","A","3","A Good Heart","Feargal Sharkey","12856957"
"6","1985","Cassette","Cassette-Original","A","3","A Good Heart","Feargal Sharkey","1137066"
"6","1985","Cassette","Cassette-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","12856957"
"6","1985","Cassette","Cassette-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","1137066"
"6","1985","Cassette","Cassette-Original","A","5","Alive And Kicking","Simple Minds","12856957"
"6","1985","Cassette","Cassette-Original","A","5","Alive & Kicking","Simple Minds","1137066"
"6","1985","Cassette","Cassette-Original","A","6","It's Only Love","Bryan Adams","12856957"
"6","1985","Cassette","Cassette-Original","A","6","It's Only Love","Bryan Adams","1137066"
"6","1985","Cassette","Cassette-Original","A","7","Empty Rooms","Gary Moore","1137066"
"6","1985","Cassette","Cassette-Original","A","7","Empty Rooms","Gary Moore","12856957"
"6","1985","Cassette","Cassette-Original","A","8","Lavender","Marillion","1137066"
"6","1985","Cassette","Cassette-Original","A","8","Lavender","Marillion","12856957"
"6","1985","Cassette","Cassette-Original","B","1","Nikita","Elton John","12856957"
"6","1985","Cassette","Cassette-Original","B","1","Nikita","Elton John","1137066"
"6","1985","Cassette","Cassette-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","12856957"
"6","1985","Cassette","Cassette-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","1137066"
"6","1985","Cassette","Cassette-Original","B","3","Something About You","Level 42","12856957"
"6","1985","Cassette","Cassette-Original","B","3","Something About You","Level 42","1137066"
"6","1985","Cassette","Cassette-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","12856957"
"6","1985","Cassette","Cassette-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","1137066"
"6","1985","Cassette","Cassette-Original","B","5","Don't Break My Heart","UB40","1137066"
"6","1985","Cassette","Cassette-Original","B","5","Don't Break My Heart","UB40","12856957"
"6","1985","Cassette","Cassette-Original","B","6","Separate Lives","Phil Collins","12856957"
"6","1985","Cassette","Cassette-Original","B","6","Separate Lives","Phil Collins","1137066"
"6","1985","Cassette","Cassette-Original","B","7","She's So Beautiful","Cliff Richard","12856957"
"6","1985","Cassette","Cassette-Original","B","7","She's So Beautiful","Cliff Richard","1137066"
"6","1985","Cassette","Cassette-Original","C","1","Election Day","Arcadia (3)","12856957"
"6","1985","Cassette","Cassette-Original","C","1","Election Day","Arcadia (3)","1137066"
"6","1985","Cassette","Cassette-Original","C","2","I Got You Babe","UB40","1137066"
"6","1985","Cassette","Cassette-Original","C","2","I Got You Babe","UB40","12856957"
"6","1985","Cassette","Cassette-Original","C","3","Blue","Fine Young Cannibals","1137066"
"6","1985","Cassette","Cassette-Original","C","3","Blue","Fine Young Cannibals","12856957"
"6","1985","Cassette","Cassette-Original","C","4","If I Was","Midge Ure","1137066"
"6","1985","Cassette","Cassette-Original","C","4","If I Was","Midge Ure","12856957"
"6","1985","Cassette","Cassette-Original","C","5","Cities In Dust","Siouxsie & The Banshees","1137066"
"6","1985","Cassette","Cassette-Original","C","5","Cities In Dust","Siouxsie & The Banshees","12856957"
"6","1985","Cassette","Cassette-Original","C","6","Uncle Sam","Madness","12856957"
"6","1985","Cassette","Cassette-Original","C","6","Uncle Sam","Madness","1137066"
"6","1985","Cassette","Cassette-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","1137066"
"6","1985","Cassette","Cassette-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","12856957"
"6","1985","Cassette","Cassette-Original","C","8","You Are My World","The Communards","12856957"
"6","1985","Cassette","Cassette-Original","C","8","You Are My World","The Communards","1137066"
"6","1985","Cassette","Cassette-Original","D","1","Just For Money","Paul Hardcastle","1137066"
"6","1985","Cassette","Cassette-Original","D","1","Just For Money","Paul Hardcastle","12856957"
"6","1985","Cassette","Cassette-Original","D","2","Miami Vice Theme","Jan Hammer","1137066"
"6","1985","Cassette","Cassette-Original","D","2","Miami Vice Theme","Jan Hammer","12856957"
"6","1985","Cassette","Cassette-Original","D","3","Body Rock","Maria Vidal","1137066"
"6","1985","Cassette","Cassette-Original","D","3","Body Rock","Maria Vidal","12856957"
"6","1985","Cassette","Cassette-Original","D","4","Tarzan Boy","Baltimora","12856957"
"6","1985","Cassette","Cassette-Original","D","4","Tarzan Boy","Baltimora","1137066"
"6","1985","Cassette","Cassette-Original","D","5","Body & Soul","Mai Tai","1137066"
"6","1985","Cassette","Cassette-Original","D","5","Body And Soul","Mai Tai","12856957"
"6","1985","Cassette","Cassette-Original","D","6","Single Life","Cameo","1137066"
"6","1985","Cassette","Cassette-Original","D","6","Single Life","Cameo","12856957"
"6","1985","Cassette","Cassette-Original","D","7","Mated","Jaki Graham","1137066"
"6","1985","Cassette","Cassette-Original","D","7","Mated","Jaki Graham","12856957"
"6","2020","CD","CD-Reissue","1","1","One Vision","Queen","15673286"
"6","2020","CD","CD-Reissue","1","2","When A Heart Beats","Nik Kershaw","15673286"
"6","2020","CD","CD-Reissue","1","3","A Good Heart","Feargal Sharkey","15673286"
"6","2020","CD","CD-Reissue","1","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","15673286"
"6","2020","CD","CD-Reissue","1","5","Alive And Kicking","Simple Minds","15673286"
"6","2020","CD","CD-Reissue","1","6","Empty Rooms","Gary Moore","15673286"
"6","2020","CD","CD-Reissue","1","7","Lavender","Marillion","15673286"
"6","2020","CD","CD-Reissue","1","8","Nikita","Elton John","15673286"
"6","2020","CD","CD-Reissue","1","9","Running Up That Hill (A Deal With God)","Kate Bush","15673286"
"6","2020","CD","CD-Reissue","1","10","Something About You","Level 42","15673286"
"6","2020","CD","CD-Reissue","1","11","We Don't Need Another Hero (Thunderdome)","Tina Turner","15673286"
"6","2020","CD","CD-Reissue","1","12","Don't Break My Heart","UB40","15673286"
"6","2020","CD","CD-Reissue","1","13","Separate Lives","Phil Collins","15673286"
"6","2020","CD","CD-Reissue","1","14","She's So Beautiful","Cliff Richard","15673286"
"6","2020","CD","CD-Reissue","2","1","Election Day","Arcadia (3)","15673286"
"6","2020","CD","CD-Reissue","2","2","I Got You Babe","UB40","15673286"
"6","2020","CD","CD-Reissue","2","3","Blue","Fine Young Cannibals","15673286"
"6","2020","CD","CD-Reissue","2","4","If I Was","Midge Ure","15673286"
"6","2020","CD","CD-Reissue","2","5","Cities In Dust","Siouxsie & The Banshees","15673286"
"6","2020","CD","CD-Reissue","2","6","Uncle Sam","Madness","15673286"
"6","2020","CD","CD-Reissue","2","7","Lost Weekend","Lloyd Cole & The Commotions","15673286"
"6","2020","CD","CD-Reissue","2","8","You Are My World","The Communards","15673286"
"6","2020","CD","CD-Reissue","2","9","Just For Money","Paul Hardcastle","15673286"
"6","2020","CD","CD-Reissue","2","10","Miami Vice Theme","Jan Hammer","15673286"
"6","2020","CD","CD-Reissue","2","11","Body Rock","Maria Vidal","15673286"
"6","2020","CD","CD-Reissue","2","12","Tarzan Boy","Baltimora","15673286"
"6","2020","CD","CD-Reissue","2","13","Body & Soul","Mai Tai","15673286"
"6","2020","CD","CD-Reissue","2","14","Single Life","Cameo","15673286"
"6","2020","CD","CD-Reissue","2","15","Mated","David Grant","15673286"
"6","1985","VHS","VHS-Original","1","0","It's Only Love","Bryan Adams","15597496"
"6","1985","VHS","VHS-Original","1","0","It's Called A Heart","Depeche Mode","15597496"
"6","1985","VHS","VHS-Original","1","0","One Vision","Queen","15597496"
"6","1985","VHS","VHS-Original","1","0","Uncle Sam","Madness","15597496"
"6","1985","VHS","VHS-Original","1","0","I Got You Babe","UB40","15597496"
"6","1985","VHS","VHS-Original","1","0","Running Up That Hill (A Deal With God)","Kate Bush","15597496"
"6","1985","VHS","VHS-Original","1","0","A Good Heart","Feargal Sharkey","15597496"
"6","1985","VHS","VHS-Original","1","0","Alive And Kicking","Simple Minds","15597496"
"6","1985","VHS","VHS-Original","1","0","King For A Day","Thompson Twins","15597496"
"6","1985","VHS","VHS-Original","1","0","Election Day","Arcadia (3)","15597496"
"6","1985","VHS","VHS-Original","1","0","Don't Break My Heart","UB40","15597496"
"6","1985","VHS","VHS-Original","1","0","She's So Beautiful","Cliff Richard","15597496"
"6","1985","VHS","VHS-Original","1","0","Profoundly In Love With Pandora","Ian Dury","15597496"
"6","1985","VHS","VHS-Original","1","0","Tarzan Boy","Baltimora","15597496"
"6","1985","VHS","VHS-Original","1","0","Revolution","The Cult","15597496"
"6","1985","VHS","VHS-Original","1","0","Empty Rooms","Gary Moore","15597496"
"6","1985","VHS","VHS-Original","1","0","Mated","David Grant","15597496"
"6","1985","VHS","VHS-Original","1","0","Lavender","Marillion","15597496"
"6","1985","VHS","VHS-Original","1","0","West End Girls","Pet Shop Boys","15597496"
"6","1985","VHS","VHS-Original","1","0","King For A Day","Thompson Twins","1573136"
"6","1985","VHS","VHS-Original","1","0","Alive And Kicking","Simple Minds","1573136"
"6","1985","VHS","VHS-Original","1","0","Don't Break My Heart","UB40","1573136"
"6","1985","VHS","VHS-Original","1","0","She's So Beautiful","Cliff Richard","1573136"
"6","1985","VHS","VHS-Original","1","0","Profoundly In Love With Pandora","Ian Dury","1573136"
"6","1985","VHS","VHS-Original","1","0","Tarzan Boy","Baltimora","1573136"
"6","1985","VHS","VHS-Original","1","0","Revolution","The Cult","1573136"
"6","1985","VHS","VHS-Original","1","0","Empty Rooms","Gary Moore","1573136"
"6","1985","VHS","VHS-Original","1","0","Mated","Jaki Graham","1573136"
"6","1985","VHS","VHS-Original","1","0","It's Called A Heart","Depeche Mode","1573136"
"6","1985","VHS","VHS-Original","1","0","Election Day","Arcadia (3)","1573136"
"6","1985","VHS","VHS-Original","1","0","West End Girls","Pet Shop Boys","1573136"
"6","1985","VHS","VHS-Original","1","0","It's Only Love","Bryan Adams","1573136"
"6","1985","VHS","VHS-Original","1","0","Lavender","Marillion","1573136"
"6","1985","VHS","VHS-Original","1","0","Uncle Sam","Madness","1573136"
"6","1985","VHS","VHS-Original","1","0","I Got You Babe","UB40","1573136"
"6","1985","VHS","VHS-Original","1","0","Running Up That Hill (A Deal With God)","Kate Bush","1573136"
"6","1985","VHS","VHS-Original","1","0","A Good Heart","Feargal Sharkey","1573136"
"6","1985","VHS","VHS-Original","1","0","One Vision","Queen","1573136"
"6","1985","Vinyl","Vinyl-Original","A","1","One Vision","Queen","795274"
"6","1985","Vinyl","Vinyl-Original","A","1","One Vision","Queen","9543446"
"6","1985","Vinyl","Vinyl-Original","A","1","One Vision","Queen","18175678"
"6","1985","Vinyl","Vinyl-Original","A","1","One Vision","Queen","8348896"
"6","1985","Vinyl","Vinyl-Original","A","1","One Vision","Queen","26181101"
"6","1985","Vinyl","Vinyl-Original","A","2","When A Heart Beats","Nik Kershaw","9543446"
"6","1985","Vinyl","Vinyl-Original","A","2","When A Heart Beats","Nik Kershaw","26181101"
"6","1985","Vinyl","Vinyl-Original","A","2","When A Heart Beats","Nik Kershaw","795274"
"6","1985","Vinyl","Vinyl-Original","A","2","When A Heart Beats","Nik Kershaw","8348896"
"6","1985","Vinyl","Vinyl-Original","A","2","When A Heart Beats","Nik Kershaw","18175678"
"6","1985","Vinyl","Vinyl-Original","A","3","A Good Heart","Feargal Sharkey","9543446"
"6","1985","Vinyl","Vinyl-Original","A","3","A Good Heart","Feargal Sharkey","795274"
"6","1985","Vinyl","Vinyl-Original","A","3","A Good Heart","Feargal Sharkey","26181101"
"6","1985","Vinyl","Vinyl-Original","A","3","A Good Heart","Feargal Sharkey","8348896"
"6","1985","Vinyl","Vinyl-Original","A","3","A Good Heart","Feargal Sharkey","18175678"
"6","1985","Vinyl","Vinyl-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","9543446"
"6","1985","Vinyl","Vinyl-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","26181101"
"6","1985","Vinyl","Vinyl-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","18175678"
"6","1985","Vinyl","Vinyl-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","8348896"
"6","1985","Vinyl","Vinyl-Original","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","795274"
"6","1985","Vinyl","Vinyl-Original","A","5","Alive & Kicking","Simple Minds","9543446"
"6","1985","Vinyl","Vinyl-Original","A","5","Alive & Kicking","Simple Minds","8348896"
"6","1985","Vinyl","Vinyl-Original","A","5","Alive And Kicking","Simple Minds","18175678"
"6","1985","Vinyl","Vinyl-Original","A","5","Alive & Kicking","Simple Minds","26181101"
"6","1985","Vinyl","Vinyl-Original","A","5","Alive & Kicking","Simple Minds","795274"
"6","1985","Vinyl","Vinyl-Original","A","6","It's Only Love","Bryan Adams","26181101"
"6","1985","Vinyl","Vinyl-Original","A","6","It's Only Love","Bryan Adams","18175678"
"6","1985","Vinyl","Vinyl-Original","A","6","It's Only Love","Bryan Adams","795274"
"6","1985","Vinyl","Vinyl-Original","A","6","It's Only Love","Bryan Adams","8348896"
"6","1985","Vinyl","Vinyl-Original","A","6","It's Only Love","Bryan Adams","9543446"
"6","1985","Vinyl","Vinyl-Original","A","7","Empty Rooms","Gary Moore","18175678"
"6","1985","Vinyl","Vinyl-Original","A","7","Empty Rooms","Gary Moore","795274"
"6","1985","Vinyl","Vinyl-Original","A","7","Empty Rooms","Gary Moore","26181101"
"6","1985","Vinyl","Vinyl-Original","A","7","Empty Rooms","Gary Moore","9543446"
"6","1985","Vinyl","Vinyl-Original","A","7","Empty Rooms","Gary Moore","8348896"
"6","1985","Vinyl","Vinyl-Original","A","8","Lavender","Marillion","9543446"
"6","1985","Vinyl","Vinyl-Original","A","8","Lavender","Marillion","26181101"
"6","1985","Vinyl","Vinyl-Original","A","8","Lavender","Marillion","18175678"
"6","1985","Vinyl","Vinyl-Original","A","8","Lavender","Marillion","795274"
"6","1985","Vinyl","Vinyl-Original","A","8","Lavender","Marillion","8348896"
"6","1985","Vinyl","Vinyl-Original","B","1","Nikita","Elton John","26181101"
"6","1985","Vinyl","Vinyl-Original","B","1","Nikita","Elton John","795274"
"6","1985","Vinyl","Vinyl-Original","B","1","Nikita","Elton John","8348896"
"6","1985","Vinyl","Vinyl-Original","B","1","Nikita","Elton John","18175678"
"6","1985","Vinyl","Vinyl-Original","B","1","Nikita","Elton John","9543446"
"6","1985","Vinyl","Vinyl-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","9543446"
"6","1985","Vinyl","Vinyl-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","26181101"
"6","1985","Vinyl","Vinyl-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","795274"
"6","1985","Vinyl","Vinyl-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","18175678"
"6","1985","Vinyl","Vinyl-Original","B","2","Running Up That Hill (A Deal With God)","Kate Bush","8348896"
"6","1985","Vinyl","Vinyl-Original","B","3","Something About You","Level 42","8348896"
"6","1985","Vinyl","Vinyl-Original","B","3","Something About You","Level 42","26181101"
"6","1985","Vinyl","Vinyl-Original","B","3","Something About You","Level 42","9543446"
"6","1985","Vinyl","Vinyl-Original","B","3","Something About You","Level 42","18175678"
"6","1985","Vinyl","Vinyl-Original","B","3","Something About You","Level 42","795274"
"6","1985","Vinyl","Vinyl-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","26181101"
"6","1985","Vinyl","Vinyl-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","795274"
"6","1985","Vinyl","Vinyl-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","18175678"
"6","1985","Vinyl","Vinyl-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","9543446"
"6","1985","Vinyl","Vinyl-Original","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","8348896"
"6","1985","Vinyl","Vinyl-Original","B","5","Don't Break My Heart","UB40","9543446"
"6","1985","Vinyl","Vinyl-Original","B","5","Don't Break My Heart","UB40","8348896"
"6","1985","Vinyl","Vinyl-Original","B","5","Don't Break My Heart","UB40","795274"
"6","1985","Vinyl","Vinyl-Original","B","5","Don't Break My Heart","UB40","26181101"
"6","1985","Vinyl","Vinyl-Original","B","5","Don't Break My Heart","UB40","18175678"
"6","1985","Vinyl","Vinyl-Original","B","6","Separate Lives","Phil Collins","26181101"
"6","1985","Vinyl","Vinyl-Original","B","6","Separate Lives","Phil Collins","9543446"
"6","1985","Vinyl","Vinyl-Original","B","6","Separate Lives","Phil Collins","18175678"
"6","1985","Vinyl","Vinyl-Original","B","6","Separate Lives","Phil Collins","795274"
"6","1985","Vinyl","Vinyl-Original","B","6","Separate Lives","Phil Collins","8348896"
"6","1985","Vinyl","Vinyl-Original","B","7","She's So Beautiful","Cliff Richard","8348896"
"6","1985","Vinyl","Vinyl-Original","B","7","She's So Beautiful","Cliff Richard","9543446"
"6","1985","Vinyl","Vinyl-Original","B","7","She's So Beautiful","Cliff Richard","26181101"
"6","1985","Vinyl","Vinyl-Original","B","7","She's So Beautiful","Cliff Richard","18175678"
"6","1985","Vinyl","Vinyl-Original","B","7","She's So Beautiful","Cliff Richard","795274"
"6","1985","Vinyl","Vinyl-Original","C","1","Election Day","Arcadia (3)","26181101"
"6","1985","Vinyl","Vinyl-Original","C","1","Election Day","Arcadia (3)","8348896"
"6","1985","Vinyl","Vinyl-Original","C","1","Election Day","Arcadia (3)","9543446"
"6","1985","Vinyl","Vinyl-Original","C","1","Election Day","Arcadia (3)","795274"
"6","1985","Vinyl","Vinyl-Original","C","1","Election Day","Arcadia (3)","18175678"
"6","1985","Vinyl","Vinyl-Original","C","2","I Got You Babe","UB40","18175678"
"6","1985","Vinyl","Vinyl-Original","C","2","I Got You Babe","UB40","9543446"
"6","1985","Vinyl","Vinyl-Original","C","2","I Got You Babe","UB40","795274"
"6","1985","Vinyl","Vinyl-Original","C","2","I Got You Babe","UB40","26181101"
"6","1985","Vinyl","Vinyl-Original","C","2","I Got You Babe","UB40","8348896"
"6","1985","Vinyl","Vinyl-Original","C","3","Blue","Fine Young Cannibals","18175678"
"6","1985","Vinyl","Vinyl-Original","C","3","Blue","Fine Young Cannibals","9543446"
"6","1985","Vinyl","Vinyl-Original","C","3","Blue","Fine Young Cannibals","26181101"
"6","1985","Vinyl","Vinyl-Original","C","3","Blue","Fine Young Cannibals","795274"
"6","1985","Vinyl","Vinyl-Original","C","3","Blue","Fine Young Cannibals","8348896"
"6","1985","Vinyl","Vinyl-Original","C","4","If I Was","Midge Ure","9543446"
"6","1985","Vinyl","Vinyl-Original","C","4","If I Was","Midge Ure","8348896"
"6","1985","Vinyl","Vinyl-Original","C","4","If I Was","Midge Ure","18175678"
"6","1985","Vinyl","Vinyl-Original","C","4","If I Was","Midge Ure","795274"
"6","1985","Vinyl","Vinyl-Original","C","4","If I Was","Midge Ure","26181101"
"6","1985","Vinyl","Vinyl-Original","C","5","Cities In Dust","Siouxsie & The Banshees","795274"
"6","1985","Vinyl","Vinyl-Original","C","5","Cities In Dust","Siouxsie & The Banshees","9543446"
"6","1985","Vinyl","Vinyl-Original","C","5","Cities In Dust","Siouxsie & The Banshees","8348896"
"6","1985","Vinyl","Vinyl-Original","C","5","Cities In Dust","Siouxsie & The Banshees","18175678"
"6","1985","Vinyl","Vinyl-Original","C","5","Cities In Dust","Siouxsie & The Banshees","26181101"
"6","1985","Vinyl","Vinyl-Original","C","6","Uncle Sam","Madness","26181101"
"6","1985","Vinyl","Vinyl-Original","C","6","Uncle Sam","Madness","795274"
"6","1985","Vinyl","Vinyl-Original","C","6","Uncle Sam","Madness","9543446"
"6","1985","Vinyl","Vinyl-Original","C","6","Uncle Sam","Madness","8348896"
"6","1985","Vinyl","Vinyl-Original","C","6","Uncle Sam","Madness","18175678"
"6","1985","Vinyl","Vinyl-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","9543446"
"6","1985","Vinyl","Vinyl-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","26181101"
"6","1985","Vinyl","Vinyl-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","8348896"
"6","1985","Vinyl","Vinyl-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","795274"
"6","1985","Vinyl","Vinyl-Original","C","7","Lost Weekend","Lloyd Cole & The Commotions","18175678"
"6","1985","Vinyl","Vinyl-Original","C","8","You Are My World","The Communards","795274"
"6","1985","Vinyl","Vinyl-Original","C","8","You Are My World","The Communards","8348896"
"6","1985","Vinyl","Vinyl-Original","C","8","You Are My World","The Communards","18175678"
"6","1985","Vinyl","Vinyl-Original","C","8","You Are My World","The Communards","26181101"
"6","1985","Vinyl","Vinyl-Original","C","8","You Are My World","The Communards","9543446"
"6","1985","Vinyl","Vinyl-Original","D","1","Just For Money","Paul Hardcastle","18175678"
"6","1985","Vinyl","Vinyl-Original","D","1","Just For Money","Paul Hardcastle","9543446"
"6","1985","Vinyl","Vinyl-Original","D","1","Just For Money","Paul Hardcastle","26181101"
"6","1985","Vinyl","Vinyl-Original","D","1","Just For Money","Paul Hardcastle","8348896"
"6","1985","Vinyl","Vinyl-Original","D","1","Just For Money","Paul Hardcastle","795274"
"6","1985","Vinyl","Vinyl-Original","D","2","Miami Vice Theme","Jan Hammer","18175678"
"6","1985","Vinyl","Vinyl-Original","D","2","Miami Vice Theme","Jan Hammer","26181101"
"6","1985","Vinyl","Vinyl-Original","D","2","Miami Vice Theme","Jan Hammer","8348896"
"6","1985","Vinyl","Vinyl-Original","D","2","Miami Vice Theme","Jan Hammer","795274"
"6","1985","Vinyl","Vinyl-Original","D","2","Miami Vice Theme","Jan Hammer","9543446"
"6","1985","Vinyl","Vinyl-Original","D","3","Body Rock","Maria Vidal","8348896"
"6","1985","Vinyl","Vinyl-Original","D","3","Body Rock","Maria Vidal","26181101"
"6","1985","Vinyl","Vinyl-Original","D","3","Body Rock","Maria Vidal","795274"
"6","1985","Vinyl","Vinyl-Original","D","3","Body Rock","Maria Vidal","9543446"
"6","1985","Vinyl","Vinyl-Original","D","3","Body Rock","Maria Vidal","18175678"
"6","1985","Vinyl","Vinyl-Original","D","4","Tarzan Boy","Baltimora","795274"
"6","1985","Vinyl","Vinyl-Original","D","4","Tarzan Boy","Baltimora","9543446"
"6","1985","Vinyl","Vinyl-Original","D","4","Tarzan Boy","Baltimora","26181101"
"6","1985","Vinyl","Vinyl-Original","D","4","Tarzan Boy","Baltimora","8348896"
"6","1985","Vinyl","Vinyl-Original","D","4","Tarzan Boy","Baltimora","18175678"
"6","1985","Vinyl","Vinyl-Original","D","5","Body & Soul","Mai Tai","26181101"
"6","1985","Vinyl","Vinyl-Original","D","5","Body And Soul","Mai Tai","18175678"
"6","1985","Vinyl","Vinyl-Original","D","5","Body & Soul","Mai Tai","8348896"
"6","1985","Vinyl","Vinyl-Original","D","5","Body & Soul","Mai Tai","9543446"
"6","1985","Vinyl","Vinyl-Original","D","5","Body & Soul","Mai Tai","795274"
"6","1985","Vinyl","Vinyl-Original","D","6","Single Life","Cameo","8348896"
"6","1985","Vinyl","Vinyl-Original","D","6","Single Life","Cameo","795274"
"6","1985","Vinyl","Vinyl-Original","D","6","Single Life","Cameo","18175678"
"6","1985","Vinyl","Vinyl-Original","D","6","Single Life","Cameo","9543446"
"6","1985","Vinyl","Vinyl-Original","D","6","Single Life","Cameo","26181101"
"6","1985","Vinyl","Vinyl-Original","D","7","Mated","David Grant","26181101"
"6","1985","Vinyl","Vinyl-Original","D","7","Mated","Jaki Graham","18175678"
"6","1985","Vinyl","Vinyl-Original","D","7","Mated","David Grant","9543446"
"6","1985","Vinyl","Vinyl-Original","D","7","Mated","David Grant","795274"
"6","1985","Vinyl","Vinyl-Original","D","7","Mated","David Grant","8348896"
"6","1985","Vinyl","Vinyl-Repress","A","1","One Vision","Queen","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","1","One Vision","Queen","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","2","When A Heart Beats","Nik Kershaw","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","2","When A Heart Beats","Nik Kershaw","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","3","A Good Heart","Feargal Sharkey","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","3","A Good Heart","Feargal Sharkey","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","4","There Must Be An Angel (Playing With My Heart)","Eurythmics","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","5","Alive & Kicking","Simple Minds","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","5","Alive & Kicking","Simple Minds","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","6","It's Only Love","Bryan Adams","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","6","It's Only Love","Bryan Adams","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","7","Empty Rooms","Gary Moore","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","7","Empty Rooms","Gary Moore","8322531"
"6","1985","Vinyl","Vinyl-Repress","A","8","Lavender","Marillion","27410481"
"6","1985","Vinyl","Vinyl-Repress","A","8","Lavender","Marillion","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","1","Nikita","Elton John","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","1","Nikita","Elton John","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","2","Running Up That Hill (A Deal With God)","Kate Bush","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","2","Running Up That Hill (A Deal With God)","Kate Bush","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","3","Something About You","Level 42","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","3","Something About You","Level 42","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","4","We Don't Need Another Hero (Thunderdome)","Tina Turner","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","5","Don't Break My Heart","UB40","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","5","Don't Break My Heart","UB40","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","6","Separate Lives","Phil Collins","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","6","Separate Lives","Phil Collins","8322531"
"6","1985","Vinyl","Vinyl-Repress","B","7","She's So Beautiful","Cliff Richard","27410481"
"6","1985","Vinyl","Vinyl-Repress","B","7","She's So Beautiful","Cliff Richard","8322531"
"6","1985","Vinyl","Vinyl-Repress","C","1","Election Day","Arcadia (3)","27410481"
